837,515,12
153,542,12
391,452,12
839,738,12
365,681,12
110,472,12
342,652,12
114,552,12
757,419,12
460,458,12
44,564,12
910,397,12
890,558,12
53,754,12
682,466,12
169,771,12
778,138,12
183,342,12
253,415,12
35,20,12
231,241,12
756,220,12
298,407,12
243,553,12
341,439,12
880,240,12
839,152,12
994,759,12
466,226,12
970,71,12
608,63,12
169,771,12
952,495,12
67,121,12
654,447,12
111,94,12
118,401,12
787,98,12
142,148,12
635,397,12
727,9,12
744,744,12
705,315,12
897,97,12
634,419,12
46,704,12
703,619,12
871,2,12
219,492,12
468,6,12
367,87,12
99,288,12
883,330,12
381,444,12
338,450,12
461,391,12
601,446,12
877,522,12
408,152,12
904,545,12
336,670,12
901,624,12
190,460,12
210,231,12
352,465,12
319,676,12
699,571,12
105,171,12
193,619,12
315,793,12
59,508,12
972,740,12
169,694,12
542,644,12
640,717,12
275,742,12
140,29,12
385,76,12
478,342,12
469,110,12
928,647,12
154,729,12
652,279,12
873,401,12
242,775,12
729,711,12
736,377,12
940,24,12
405,739,12
400,43,12
