807,506,18
9,24,18
297,769,18
88,10,18
924,378,18
30,373,18
195,538,18
137,600,18
360,358,18
107,229,18
632,52,18
719,186,18
290,464,18
183,399,18
302,634,18
870,7,18
893,172,18
374,406,18
1002,49,18
663,198,18
670,290,18
125,391,18
555,451,18
1003,583,18
13,261,18
730,250,18
553,711,18
874,639,18
861,267,18
396,75,18
237,325,18
565,19,18
655,215,18
81,337,18
560,406,18
609,47,18
550,683,18
499,672,18
527,92,18
64,771,18
360,358,18
869,244,18
419,201,18
691,332,18
893,370,18
860,384,18
621,308,18
211,181,18
105,751,18
794,529,18
471,120,18
563,783,18
912,567,18
406,742,18
584,408,18
108,614,18
937,263,18
170,103,18
185,420,18
136,199,18
280,93,18
448,513,18
672,24,18
891,581,18
629,95,18
277,636,18
386,292,18
339,87,18
197,614,18
523,504,18
2,692,18
571,633,18
887,483,18
648,412,18
397,154,18
251,752,18
401,684,18
395,761,18
729,750,18
290,464,18
106,172,18
377,471,18
108,36,18
560,387,18
1015,528,18
31,6,18
966,709,18
790,205,18
6,334,18
454,156,18
